config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,4,0.7718446601941747,,0.78804657679405,0.6799216524216525,0.714568170274692,alginate=0.88,fructan=0.40,11.388345956802368
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,0,0.7864077669902912,,0.8351136327049108,0.744577830794936,0.7706828886241586,alpha-mannan=1.00,beta-mannan=0.50,11.038623094558716
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,1,0.7864077669902912,,0.7819629511658497,0.7364084490071331,0.7506334389547781,alginate=1.00,galactan=0.48,10.353413820266724
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,2,0.7524271844660194,,0.7857859976281029,0.7347020194717563,0.7359779325760728,alpha-mannan=1.00,galactan=0.46,7.763400077819824
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,3,0.7669902912621359,,0.7546837729693766,0.7549615893365892,0.7427787145981456,alginate=0.94,arabinogalactan=0.33,8.35518503189087
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,4,0.7524271844660194,,0.743051924663642,0.7165857753357754,0.7221273534794405,alginate=1.00,arabinogalactan=0.36,9.98147201538086
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7718446601941747,,0.7995131424041776,0.7174438500096394,0.7444951027837664,alginate=0.95,fructan=0.40,10.445872068405151
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.7815533980582524,,0.7888387846721181,0.7558775142985669,0.7592051800646872,alginate=1.00,beta-mannan=0.43,10.015124082565308
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.7864077669902912,,0.767685230451188,0.7504391989589357,0.7518466137580991,alpha-mannan=1.00,galactan=0.35,9.286037921905518
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.8009708737864077,,0.8042240405758565,0.7714171245421246,0.772664082250745,alginate=0.95,alpha-mannan=0.67,11.449440956115723
paper_lstm_with_attention_word2vec_cbow,w2vCbow__LSTMattn,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.7718446601941747,,0.7781103767042881,0.7351325295075296,0.7397149755453086,alginate=0.94,galactan=0.47,9.970057010650635
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,0,0.7718446601941747,,0.7337847840918017,0.726986536854958,0.7215344963533369,alginate=0.89,arabinogalactan=0.33,17.373059034347534
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,1,0.7378640776699029,,0.7189777378456624,0.7261776235460445,0.7095616415996955,chitin=0.96,arabinogalactan=0.43,13.273689031600952
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,2,0.7330097087378641,,0.7159965714731952,0.7149144495855021,0.7054651259633619,alginate=1.00,arabinogalactan=0.36,14.673342943191528
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,3,0.7961165048543689,,0.7635587574719692,0.752209249084249,0.7423891893489801,alginate=1.00,arabinogalactan=0.18,15.60573959350586
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,4,0.7815533980582524,,0.7725440406729227,0.7742124542124542,0.7657651488094027,alginate=1.00,arabinogalactan=0.46,16.86185908317566
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,0,0.8203883495145631,,0.8083543771043771,0.838299675470728,0.8169438656726262,alpha-mannan=1.00,fructan=0.62,19.209992170333862
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,1,0.7184466019417476,,0.7296636513381797,0.6790109086819612,0.6855009367882107,alginate=1.00,arabinogalactan=0.40,18.08962893486023
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,2,0.7572815533980582,,0.7369984212470863,0.711521592442645,0.7153975973810981,chitin=0.92,arabinogalactan=0.46,17.872187852859497
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,3,0.8203883495145631,,0.8021222568281393,0.8008089133089134,0.7951456679160036,alginate=1.00,arabinogalactan=0.50,23.896181106567383
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,4,0.6941747572815534,,0.6658365780031358,0.7019754782254782,0.662977069457669,alginate=0.94,arabinogalactan=0.18,19.45775604248047
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,0,0.7718446601941747,,0.7980436319337919,0.7684830264764476,0.7681483481846877,alpha-mannan=1.00,galactan=0.57,22.179341077804565
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,1,0.7572815533980582,,0.7454301817345296,0.7679221290405501,0.7482213892225723,alpha-glucan=0.96,arabinogalactan=0.53,21.78873896598816
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,2,0.7815533980582524,,0.7172406172165299,0.7197566833751043,0.7154421477081576,alginate=1.00,arabinogalactan=0.00,25.00723695755005
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,3,0.7669902912621359,,0.7551063741995115,0.7829632173382174,0.7582258259362931,alginate=0.95,beta-mannan=0.56,27.121546030044556
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,4,0.7281553398058253,,0.7386373918890071,0.7095947802197803,0.7073169517329619,alginate=1.00,fructan=0.35,29.67051911354065
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,0,0.7961165048543689,,0.7935457962586856,0.7744229162650216,0.7800876783363172,alpha-mannan=1.00,beta-mannan=0.48,28.402905225753784
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,1,0.7475728155339806,,0.6834816154443347,0.714742746288799,0.6917018879837471,alginate=0.91,arabinogalactan=0.27,26.699183225631714
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,2,0.7087378640776699,,0.7281445850331298,0.6996790453698348,0.6826103580413996,alginate=0.89,arabinogalactan=0.44,14.059510946273804
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,3,0.8155339805825242,,0.7922849533719099,0.8225401912901913,0.7919349756543568,chitin=1.00,arabinogalactan=0.46,16.978099822998047
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,4,0.8009708737864077,,0.8125173573702987,0.7523588217338218,0.7729341846331742,alginate=0.95,beta-mannan=0.50,17.261337757110596
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,0,0.7621359223300971,,0.79845066068583,0.6712841800012854,0.7023109001302149,alpha-glucan=0.89,alpha-mannan=0.40,16.742345333099365
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,1,0.7572815533980582,,0.7868117960900469,0.7519175743846797,0.7504138856961436,alginate=1.00,beta-mannan=0.46,17.838947057724
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,2,0.7233009708737864,,0.709926184926185,0.7263299675470728,0.7010591321181773,chitin=0.92,arabinogalactan=0.33,16.70315909385681
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,3,0.7718446601941747,,0.7707402540660252,0.7554639804639806,0.7575001035188889,alginate=0.95,arabinogalactan=0.50,21.19748306274414
paper_transformer_word2vec_cbow,w2vCbow__Trans,paper_DL,dl,word2vec_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,4,0.8009708737864077,,0.8116334033613445,0.7896474358974359,0.7812829142670604,alpha-mannan=1.00,fructan=0.56,24.142778873443604
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,42,0,0.8155339805825242,,0.7806506359137938,0.8320178250112461,0.7935816912972088,alginate=0.95,beta-mannan=0.62,1.6562097072601318
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,42,1,0.8252427184466019,,0.7980119417619417,0.8163274773472141,0.8015693407828198,alpha-mannan=1.00,fructan=0.50,1.6366569995880127
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,42,2,0.8058252427184466,,0.7653051942484227,0.8056287352997877,0.7741655166523042,alginate=0.95,fructan=0.57,1.6379780769348145
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,42,3,0.8592233009708737,,0.8272911058362741,0.83577152014652,0.823615394308202,alginate=0.95,arabinogalactan=0.62,1.6380620002746582
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,42,4,0.8058252427184466,,0.7913784103064464,0.7984310134310134,0.784742821936565,alginate=1.00,alpha-mannan=0.46,1.617779016494751
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,43,0,0.8592233009708737,,0.8326978114478113,0.8678646937857465,0.844129594531121,alginate=0.95,galactan=0.67,1.6219630241394043
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,43,1,0.7864077669902912,,0.7801261683124429,0.7910753646937857,0.7734488301674568,alginate=1.00,galactan=0.54,1.6228599548339844
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,43,2,0.8640776699029126,,0.8259408817832731,0.8516818488529015,0.8354723512936965,host glycan=0.94,fructan=0.71,1.6390321254730225
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,43,3,0.8446601941747572,,0.8386343206873392,0.8465188746438747,0.8333932980407296,alpha-mannan=1.00,galactan=0.55,1.6270768642425537
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,43,4,0.8155339805825242,,0.7742989139785942,0.7972000915750916,0.7811336559524965,alginate=1.00,arabinogalactan=0.53,1.63710618019104
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,44,0,0.7815533980582524,,0.7479941174135204,0.7882110725531778,0.7515417452562737,alginate=1.00,fructan=0.57,1.673302173614502
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,44,1,0.8155339805825242,,0.785252982311806,0.8271210478118372,0.7970830262109113,chitin=0.96,galactan=0.52,1.6569149494171143
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,44,2,0.8252427184466019,,0.8143726413534766,0.8115048036758562,0.8078220464586163,alginate=1.00,galactan=0.64,1.6444931030273438
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,44,3,0.8689320388349514,,0.8379958821135292,0.8830433455433457,0.8527416297214483,alginate=0.95,galactan=0.69,1.6643879413604736
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,44,4,0.8155339805825242,,0.77628367003367,0.7870482295482296,0.7674147014611749,host glycan=0.92,galactan=0.56,1.7513651847839355
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,45,0,0.7864077669902912,,0.735724506974507,0.7667947111368164,0.7480306864410506,alginate=0.95,fructan=0.46,1.6627261638641357
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,45,1,0.8398058252427184,,0.8045321224669051,0.8398201031424716,0.8145707712326705,alginate=1.00,galactan=0.64,1.7137069702148438
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,45,2,0.7961165048543689,,0.8025621118012424,0.8097452364886575,0.7967590281738062,alginate=1.00,galactan=0.57,1.6293230056762695
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,45,3,0.8543689320388349,,0.8230641145347027,0.8517933455433454,0.8324288971775364,chitin=1.00,arabinogalactan=0.67,1.7817308902740479
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,45,4,0.7961165048543689,,0.7807617344075678,0.7832020757020756,0.7761293146375747,alginate=0.95,fructan=0.57,1.6423087120056152
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,46,0,0.8349514563106796,,0.7994758984976377,0.8041405597326649,0.7956388921586127,alginate=1.00,fructan=0.55,1.6435661315917969
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,46,1,0.8155339805825242,,0.7743715692632103,0.8299647355568408,0.7913804526538407,alginate=0.95,arabinogalactan=0.53,1.7418670654296875
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,46,2,0.8252427184466019,,0.7930680126403811,0.8213414144335198,0.8002648189084359,alginate=1.00,galactan=0.51,1.6430327892303467
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,46,3,0.8058252427184466,,0.7716278029657185,0.8169413919413921,0.781375679915299,alginate=0.95,beta-mannan=0.65,1.6422741413116455
paper_word2vec_sg_BRF,w2vSg__BRF100,paper_shallow,shallow,word2vec_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper word2vec_sg + BRF (gensim native API; n-gram OOV for FT).,46,4,0.8640776699029126,,0.8369540998217468,0.8484409340659341,0.8325562286976852,alginate=1.00,galactan=0.63,1.6413819789886475
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,0,0.7524271844660194,,0.7658735463882523,0.6841991195938565,0.706299944284403,alginate=0.89,fructan=0.43,23.701223850250244
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,1,0.7378640776699029,,0.7467889749139749,0.7313767190411927,0.7319894963661389,alpha-mannan=1.00,fructan=0.40,24.1650550365448
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,2,0.7912621359223301,,0.7946579873876787,0.7764923928410771,0.7745913636231577,alginate=1.00,fructan=0.47,28.78960609436035
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,3,0.7718446601941747,,0.7498346677187623,0.6991643772893773,0.7021281607399733,alpha-mannan=1.00,fructan=0.00,22.156903982162476
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,4,0.7864077669902912,,0.7342455823730285,0.734860347985348,0.7296566148909576,alpha-mannan=1.00,fructan=0.00,17.546529054641724
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,0,0.8300970873786407,,0.8497150611733946,0.8270837349784718,0.8227900192288121,alpha-mannan=1.00,fructan=0.67,20.131433248519897
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,1,0.7912621359223301,,0.8171149918300653,0.767449272219009,0.7761149191270252,alginate=1.00,beta-mannan=0.53,31.164201021194458
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,2,0.7815533980582524,,0.8020436356703594,0.7566197545144914,0.7725424635607075,alginate=0.95,fructan=0.53,20.65052628517151
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,3,0.7524271844660194,,0.7702766536979925,0.7503370472120472,0.7391044379196581,alpha-mannan=1.00,galactan=0.48,18.19703221321106
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,4,0.7621359223300971,,0.7210187789453583,0.7001060744810745,0.7049452933452156,alginate=1.00,fructan=0.00,30.373291015625
paper_just_attention_word2vec_sg,w2vSg__JustAttn,paper_DL,dl,word2vec_sg frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,0,0.7524271844660194,,0.7824801587301587,0.7505289666473877,0.7476805822043918,alpha-mannan=1.00,galactan=0.50,28.82840085029602
